No,Branch Code,Branch Store Name,Province (English),Province (Khmer),District (English),District (Khmer),Commune (English),Commune (Khmer),NCDD Commune Code,Latitude,Longitude,Nearby Places Count,Top 3-5 Nearby Places (EN | KH | Distance),English Search Keywords (Pipe Separated),Khmer Search Keywords (Pipe Separated)
315,"PNPA029","Stueng Mean Chey Ti Pir","Phnom Penh","ភ្នំពេញ","Mean Chey","មានជ័យ","Stueng Mean chey 1","ស្ទឹងមានជ័យទី១","120608","11.524998","104.89214",5," (ផ្សារទំនប់ថ្មីចំការដូង ផ្លូវ371) - 0.34km ; Tom Nubthmey (ផ្សារតូម នុបថមេយ) - 0.36km ; Phalla Market (ផ្សារផាលលា) - 0.66km ; Pothingean Market () - 0.68km ; Wat Steung Meanchey (វត្តស្ទឹងមានជ័យ) - 0.7km","PNPA029 | Stueng Mean Chey Ti Pir | Phnom Penh | Mean Chey | Tom Nubthmey | Phalla Market | Pothingean Market | Wat Steung Meanchey","ភ្នំពេញ | មានជ័យ | ផ្សារទំនប់ថ្មីចំការដូង ផ្លូវ371 | ផ្សារតូម នុបថមេយ | ផ្សារផាលលា | វត្តស្ទឹងមានជ័យ"
316,"PNPA030","Stueng Mean Chey Ti Muoy","Phnom Penh","ភ្នំពេញ","Mean Chey","មានជ័យ","Stueng Mean chey 1","ស្ទឹងមានជ័យទី១","120608","11.548701","104.896919",5,"Stueng Mean Chey (ផ្សារស្ទឹងមានជ័យ) - 0.53km ; Lucky Express (ឡាក់គីអ៊ិចប្រេស) - 0.54km ; Phsar Stung Mean Chey (ផ្សារស្ទឹងមានជ័យ) - 0.55km ; Sovanna Shopping Center (shut down) (ផ្សារទំនើបសុវណ្ណា) - 0.58km ; Hal Leas market (ផ្សារហាល លោស) - 0.61km","PNPA030 | Stueng Mean Chey Ti Muoy | Phnom Penh | Mean Chey | Stueng Mean Chey | Lucky Express | Phsar Stung Mean Chey | Sovanna Shopping Center (shut down) | Hal Leas market","ភ្នំពេញ | មានជ័យ | ផ្សារស្ទឹងមានជ័យ | ឡាក់គីអ៊ិចប្រេស | ផ្សារទំនើបសុវណ្ណា | ផ្សារហាល លោស"
317,"PNPA031","Dangkao 01","Phnom Penh","ភ្នំពេញ","Dangkao","ដង្កោ","Dangkao","ដង្កោ","120501","11.5064","104.8867",5,"Piphub Tmey Chomkadong2 (ផ្សារពិភពថ្មី ចំការដូង2) - 0.31km ; Chamkadoung Market () - 0.39km ; Chomkadong (ផ្សារចំការដូង) - 0.4km ; Piphub Tmey Chomkadong1 (ផ្សារពិភពថ្មី ចំការដូង1) - 0.84km ; Saroeun Yanny (ផ្សារសារូេុន យាននយ) - 1.04km","PNPA031 | Dangkao 01 | Phnom Penh | Dangkao | Piphub Tmey Chomkadong2 | Chamkadoung Market | Chomkadong | Piphub Tmey Chomkadong1 | Saroeun Yanny","ភ្នំពេញ | ដង្កោ | ផ្សារពិភពថ្មី ចំការដូង2 | ផ្សារចំការដូង | ផ្សារពិភពថ្មី ចំការដូង1 | ផ្សារសារូេុន យាននយ"
318,"PNPA032","Spean Thma","Phnom Penh","ភ្នំពេញ","Dangkao","ដង្កោ","Spean Thma","ស្ពានថ្ម","120519","11.4607","104.8898",5,"Preak Chrey (ផ្សារព្រោក ជ្រៃ) - 0.44km ; Prek Chrey Market (ផ្សារព្រែកជ្រៃ) - 0.45km ; Borey Piphup Thmey Kour Srov (បុរីពិភពថ្មី គួរស្រូវ) - 1.06km ; Piphup Thmey Kour Srov Market (ផ្សារពិភពថ្មី កអូរ ស្រូវ) - 2.12km ; Piphup Thmey Kour Srov 2 (បុរីពិភពថ្មីគួរស្រូវ2) - 2.54km","PNPA032 | Spean Thma | Phnom Penh | Dangkao | Preak Chrey | Prek Chrey Market | Borey Piphup Thmey Kour Srov | Piphup Thmey Kour Srov Market | Piphup Thmey Kour Srov 2","ភ្នំពេញ | ដង្កោ | ផ្សារព្រោក ជ្រៃ | ផ្សារព្រែកជ្រៃ | បុរីពិភពថ្មី គួរស្រូវ | ផ្សារពិភពថ្មី កអូរ ស្រូវ | បុរីពិភពថ្មីគួរស្រូវ2"
319,"PNPA033","Cheung Aek","Phnom Penh","ភ្នំពេញ","Dangkao","ដង្កោ","Cheung Aek","ជើងឯក","120515","11.495626","104.893718",5,"Saroeun Yanny (ផ្សារសារូេុន យាននយ) - 0.39km ; Chab Market (ផ្សារចាប) - 0.58km ; Piphub Tmey Chomkadong2 (ផ្សារពិភពថ្មី ចំការដូង2) - 1.46km ; Chomkadong (ផ្សារចំការដូង) - 1.53km ; Chamkadoung Market () - 1.58km","PNPA033 | Cheung Aek | Phnom Penh | Dangkao | Saroeun Yanny | Chab Market | Piphub Tmey Chomkadong2 | Chomkadong | Chamkadoung Market","ភ្នំពេញ | ដង្កោ | ផ្សារសារូេុន យាននយ | ផ្សារចាប | ផ្សារពិភពថ្មី ចំការដូង2 | ផ្សារចំការដូង"
320,"PNPA034","Dangkao 02","Phnom Penh","ភ្នំពេញ","Dangkao","ដង្កោ","Dangkao","ដង្កោ","120501","11.43287","105.59722",3,"Forest Market (ផ្សារព្រៃ) - 0.09km ; Bridge Market (ផ្សារស្ពាន) - 4.96km ; Market (ផ្សារ) - 10.58km","PNPA034 | Dangkao 02 | Phnom Penh | Dangkao | Forest Market | Bridge Market | Market","ភ្នំពេញ | ដង្កោ | ផ្សារព្រៃ | ផ្សារស្ពាន | ផ្សារ"
321,"PNPA035","Ruessei Kaev 01","Phnom Penh","ភ្នំពេញ","Russey Keo","ឫស្សីកែវ","Ruessei Kaev","ឫស្សីកែវ","120706","11.612098","104.916483",5,"Lucky (ឡាក់គី) - 0.28km ; Market Kilo6 (ផ្សារគីឡូ6) - 0.49km ; Phum Ahha Night Market (closed) () - 0.74km ; Royal University of Fine Arts (RUFA) - Chroy Changvar (សាកលវិទ្យាល័យភូមិន្ទវិចិត្រសិល្បៈ ជ្រោយចង្វារ) - 1.1km ; Big Tree Market (ផ្សារបីហ្គ ត្រេេ) - 1.18km","PNPA035 | Ruessei Kaev 01 | Phnom Penh | Russey Keo | Lucky | Market Kilo6 | Phum Ahha Night Market (closed) | Royal University of Fine Arts (RUFA) - Chroy Changvar | Big Tree Market","ភ្នំពេញ | ឫស្សីកែវ | ឡាក់គី | ផ្សារគីឡូ6 | សាកលវិទ្យាល័យភូមិន្ទវិចិត្រសិល្បៈ ជ្រោយចង្វារ | ផ្សារបីហ្គ ត្រេេ"
322,"PNPA036","Phsar Daeum Kor","Phnom Penh","ភ្នំពេញ","Tuol Kouk","ទួលគោក","Phsar Daeum Kor","ផ្សារដើមគរ","120409","11.5558","104.903971",5,"Phsar Plaecher (ផ្សារផ្លែឈើ) - 0.1km ; Phsar Neak Meas (ផ្សារនាគមាស) - 0.16km ; Neak Meas Market (ផ្សារនោក មោស) - 0.18km ; Sangkat Phsar Daeum Kor (សង្កាត់ផ្សារដើមគរ) - 0.23km ; Phsar Deoum Kor (ផ្សារដើមគរ) - 0.24km","PNPA036 | Phsar Daeum Kor | Phnom Penh | Tuol Kouk | Phsar Plaecher | Phsar Neak Meas | Neak Meas Market | Sangkat Phsar Daeum Kor | Phsar Deoum Kor","ភ្នំពេញ | ទួលគោក | ផ្សារផ្លែឈើ | ផ្សារនាគមាស | ផ្សារនោក មោស | សង្កាត់ផ្សារដើមគរ | ផ្សារដើមគរ"
323,"PNPA037","Ruessei Kaev 02","Phnom Penh","ភ្នំពេញ","Russey Keo","ឫស្សីកែវ","Ruessei Kaev","ឫស្សីកែវ","120706","11.60771","104.910754",5," (ផ្សារបឹងសាឡាង) - 0.46km ; New Boeng Salaang Market (ផ្សារនេវ បឹង សាលាាង) - 0.58km ; New Boeung Salang Market (ផ្សារបឹងសាឡាងថ្មី) - 0.62km ; Phsar Boeung Salang Thmei (ផ្សារបឹងសាឡាងថ្មី) - 0.63km ; Hea Seng (ហ៊ា សេង) - 0.64km","PNPA037 | Ruessei Kaev 02 | Phnom Penh | Russey Keo | New Boeng Salaang Market | New Boeung Salang Market | Phsar Boeung Salang Thmei | Hea Seng","ភ្នំពេញ | ឫស្សីកែវ | ផ្សារបឹងសាឡាង | ផ្សារនេវ បឹង សាលាាង | ផ្សារបឹងសាឡាងថ្មី | ហ៊ា សេង"
324,"PNPA038","Kouk Khleang","Phnom Penh","ភ្នំពេញ","Saensokh","សែនសុខ","Kouk Khleang","គោកឃ្លាង","120809","11.597575","104.868313",5,"Khlang Ronsev Market (ផ្សារខលាង រូនសេវ) - 0.61km ; Borey Chip Mong Land 1928 (Sen Sok) (បុរីជីបម៉ុង 1928 សែនសុខ) - 0.84km ; Global House Cambodia (គ្លូប៊លហៅស៍ (ខេមបូឌា)) - 0.92km ; Lucky's Express (ឡាក់គីអុិចប្រេស) - 0.97km ; Chip Mong Supermarket () - 0.99km","PNPA038 | Kouk Khleang | Phnom Penh | Saensokh | Khlang Ronsev Market | Borey Chip Mong Land 1928 (Sen Sok) | Global House Cambodia | Lucky's Express | Chip Mong Supermarket","ភ្នំពេញ | សែនសុខ | ផ្សារខលាង រូនសេវ | បុរីជីបម៉ុង 1928 សែនសុខ | គ្លូប៊លហៅស៍ (ខេមបូឌា) | ឡាក់គីអុិចប្រេស"
325,"PNPA039","Phnum Penh Thmei","Phnom Penh","ភ្នំពេញ","Saensokh","សែនសុខ","Phnom Penh Thmei","ភ្នំពេញថ្មី","120801","11.572758","104.871636",5,"Phsar Dey Hoy (ស្តុបផ្សារដីហុយ) - 0.12km ; Phsar Dey Hoy (ផ្សារដីហុយ) - 0.12km ; Dey Huy Market (ផ្សារដីហ៊ុយ) - 0.16km ; J&T Express Cambodia Main Hub (ជេ និង ធី អិចស្ព្រេស ភ្នំពេញ) - 0.25km ; Lucky () - 0.31km","PNPA039 | Phnum Penh Thmei | Phnom Penh | Saensokh | Phsar Dey Hoy | Dey Huy Market | J&T Express Cambodia Main Hub | Lucky","ភ្នំពេញ | សែនសុខ | ស្តុបផ្សារដីហុយ | ផ្សារដីហុយ | ផ្សារដីហ៊ុយ | ជេ និង ធី អិចស្ព្រេស ភ្នំពេញ"
326,"PNPA040","Tuek Thla 02","Banteay Meanchey","បន្ទាយមានជ័យ","Serei Saophoan","សិរីសោភ័ណ","Tuek Thla","ទឹកថ្លា","010608","11.553224","104.885042",5,"Phsar O Bei Kahorm (ផ្សារអូរបែកក្អម) - 0.24km ; 2002 Market (ផ្សារ2002) - 0.39km ; Trapeang Chhouk Market (ផ្សារត្រពាំងឈូក) - 0.4km ; Trapang Chouk Market (ផ្សារត្រពាំងឈូក) - 0.5km ; Heng Ly Market (ផ្សារហេង លយ) - 0.74km","PNPA040 | Tuek Thla 02 | Banteay Meanchey | Serei Saophoan | Phsar O Bei Kahorm | 2002 Market | Trapeang Chhouk Market | Trapang Chouk Market | Heng Ly Market","បន្ទាយមានជ័យ | សិរីសោភ័ណ | ផ្សារអូរបែកក្អម | ផ្សារ2002 | ផ្សារត្រពាំងឈូក | ផ្សារហេង លយ"
327,"PNPA041","Oulampik 02","Kampong Speu","កំពង់ស្ពឺ","Basedth","បរសេដ្ឋ","Tuol Ampil","ទួលអំពិល","050111","11.554833","104.910783",5,"Olympic Market (ផ្សារអូឡាំពិក) - 0.18km ; A&J Vape Shop () - 0.33km ; Wat Moha Montrei (វត្តមហាមន្ត្រី) - 0.35km ; City Mall Shopping Center (ផ្សារទំនើប ស៊ីធីម៉ល) - 0.39km ; Wat Sampov Meas (វត្តសំពៅមាស) - 0.4km","PNPA041 | Oulampik 02 | Kampong Speu | Basedth | Olympic Market | A&J Vape Shop | Wat Moha Montrei | City Mall Shopping Center | Wat Sampov Meas","កំពង់ស្ពឺ | បរសេដ្ឋ | ផ្សារអូឡាំពិក | វត្តមហាមន្ត្រី | ផ្សារទំនើប ស៊ីធីម៉ល | វត្តសំពៅមាស"
328,"PNPA043","Preaek Pra","Phnom Penh","ភ្នំពេញ","Chbar Ampov","ច្បារអំពៅ","Preaek Pra","ព្រែកប្រា","121204","11.5047","104.9453",5,"AEON Maxvalu Express Chak Angre Krom2 (អ៊ីអន ម៉ាក់វ៉លអ៊ិចប្រេស ចាក់អង្រែក្រោម 2) - 0.99km ; Big C mart () - 1.05km ; Cham Market (ផ្សារចាម) - 1.11km ; Madam VL () - 1.26km ; Lucky Supermarket () - 1.3km","PNPA043 | Preaek Pra | Phnom Penh | Chbar Ampov | AEON Maxvalu Express Chak Angre Krom2 | Big C mart | Cham Market | Madam VL | Lucky Supermarket","ភ្នំពេញ | ច្បារអំពៅ | អ៊ីអន ម៉ាក់វ៉លអ៊ិចប្រេស ចាក់អង្រែក្រោម 2 | ផ្សារចាម"
329,"PNPA044","Phsar Chas","Phnom Penh","ភ្នំពេញ","Doun Penh","ដូនពេញ","Phsar Chas","ផ្សារចាស់","120209","11.572105","104.924878",5,"Smile () - 0.07km ; Sangkat Phsar Chas (សង្កាត់ផ្សារចាស់) - 0.16km ; Cambodia Post Head Office (Wat Phnom) (ប្រៃសណីយ៍កម្ពុជា វត្តភ្នំ) - 0.2km ; Phsar Chas (ផ្សារចាស់) - 0.22km ; Kantha Bopha Hospital Phnom Penh (មន្ទីរពេទ្យគន្ធបុប្ផា ភ្នំពេញ) - 0.23km","PNPA044 | Phsar Chas | Phnom Penh | Doun Penh | Smile | Sangkat Phsar Chas | Cambodia Post Head Office (Wat Phnom) | Kantha Bopha Hospital Phnom Penh","ភ្នំពេញ | ដូនពេញ | សង្កាត់ផ្សារចាស់ | ប្រៃសណីយ៍កម្ពុជា វត្តភ្នំ | ផ្សារចាស់ | មន្ទីរពេទ្យគន្ធបុប្ផា ភ្នំពេញ"
330,"PNPA045","Boeng Proluet","Phnom Penh","ភ្នំពេញ","Prampir Meakkakra","៧មករា","Boeng Proluet","បឹងព្រលឹត","120308","11.561033","104.91571",5,"Capitol Bus Station Orussey (បេនឡាន កាពីតូល អូរឫស្សី) - 0.03km ; Beng Prolert (ផ្សារបឹង ព្រូលេរត) - 0.14km ; Virak Buntham Express Central (VET Orussey) (វីរៈ ប៊ុនថាំ អុចស្ព្រេស អូរឫស្សី) - 0.15km ; Orussey Market (ផ្សារអូរឫស្សី) - 0.2km ; Orussey (ផ្សារអូរឫស្សី) - 0.22km","PNPA045 | Boeng Proluet | Phnom Penh | Prampir Meakkakra | Capitol Bus Station Orussey | Beng Prolert | Virak Buntham Express Central (VET Orussey) | Orussey Market | Orussey","ភ្នំពេញ | ៧មករា | បេនឡាន កាពីតូល អូរឫស្សី | ផ្សារបឹង ព្រូលេរត | វីរៈ ប៊ុនថាំ អុចស្ព្រេស អូរឫស្សី | ផ្សារអូរឫស្សី"
331,"PNPA046","Chaom Chau Ti Bei 01","Phnom Penh","ភ្នំពេញ","Pur SenChey","ពោធិ៍សែនជ័យ","Chaom Chau 1","ចោមចៅទី១","120914","11.532243","104.832501",5,"Phsar Chom Chao (ផ្សារចោមចៅ) - 0.23km ; Lucky Express () - 0.26km ; Chom Chao Market (ផ្សារចោមចៅ) - 0.28km ; Lucky Express (Chaom Chao 3) () - 0.55km ; Lorn City Chom Chao Market (ផ្សារលូរន កីតយ ចោមចៅ) - 1.04km","PNPA046 | Chaom Chau Ti Bei 01 | Phnom Penh | Pur SenChey | Phsar Chom Chao | Lucky Express | Chom Chao Market | Lucky Express (Chaom Chao 3) | Lorn City Chom Chao Market","ភ្នំពេញ | ពោធិ៍សែនជ័យ | ផ្សារចោមចៅ | ផ្សារលូរន កីតយ ចោមចៅ"
332,"PNPA047","Phsar Thmei Ti Bei","Phnom Penh","ភ្នំពេញ","Doun Penh","ដូនពេញ","Phsar Thmei Ti Bei","ផ្សារថ្មីទី ៣","120203","11.567417","104.92398",5,"Ang Duong Hospital (មន្ទីរពេទ្យព្រះអង្គឌួង) - 0.09km ; Kiwi (គីវី) - 0.14km ; Preah Sisowath High School (វិទ្យាល័យ ព្រះស៊ីសុវត្ថិ) - 0.14km ; Phsar Tapang Pteah Leik M'Pei (20) (ផ្សារតាប៉ាងផ្ទះលេខ 20) - 0.21km ; Phsar Tapang Thmey Pharmacy (ឱសថស្ថាន ផ្សារតាប៉ាងថ្មី) - 0.21km","PNPA047 | Phsar Thmei Ti Bei | Phnom Penh | Doun Penh | Ang Duong Hospital | Kiwi | Preah Sisowath High School | Phsar Tapang Pteah Leik M'Pei (20) | Phsar Tapang Thmey Pharmacy","ភ្នំពេញ | ដូនពេញ | មន្ទីរពេទ្យព្រះអង្គឌួង | គីវី | វិទ្យាល័យ ព្រះស៊ីសុវត្ថិ | ផ្សារតាប៉ាងផ្ទះលេខ 20 | ឱសថស្ថាន ផ្សារតាប៉ាងថ្មី"
333,"PNPA048","Chrang Chamreh Ti Pir","Phnom Penh","ភ្នំពេញ","Russey Keo","ឫស្សីកែវ","Chrang Chamreh Ti Pir","ច្រាំងចំរេះទី ២","120712","11.630997","104.903476",5,"Crang Chan Market (ផ្សារករាង ចាន) - 0.54km ; Chrang Chamreh Market (ផ្សារច្រាំងចំរេះ) - 0.57km ; Big Tree Market (ផ្សារបីហ្គ ត្រេេ) - 1.37km ; Market Kilo9 (ផ្សារគីឡូ9) - 1.66km ; Preak Kvet Small Market (ផ្សារព្រោក កវេត សមាលល) - 1.77km","PNPA048 | Chrang Chamreh Ti Pir | Phnom Penh | Russey Keo | Crang Chan Market | Chrang Chamreh Market | Big Tree Market | Market Kilo9 | Preak Kvet Small Market","ភ្នំពេញ | ឫស្សីកែវ | ផ្សារករាង ចាន | ផ្សារច្រាំងចំរេះ | ផ្សារបីហ្គ ត្រេេ | ផ្សារគីឡូ9 | ផ្សារព្រោក កវេត សមាលល"
334,"PNPA051","Tuek L'ak Ti Bei","Phnom Penh","ភ្នំពេញ","Tuol Kouk","ទួលគោក","Tuek L'ak Ti Bei","ទឹកល្អក់ទី ៣","120406","11.55678","104.893393",5,"Phsar Samnang 12 (ផ្សារសំណង់12) - 0.04km ; Chip Mong Market (ផ្សារ chip mong) - 0.09km ; Unai Market (ផ្សារុនៃ) - 0.39km ; Hal Leas market (ផ្សារហាល លោស) - 0.43km ; Kro Moun Market (ផ្សារក្រូ មអូន) - 0.43km","PNPA051 | Tuek L'ak Ti Bei | Phnom Penh | Tuol Kouk | Phsar Samnang 12 | Chip Mong Market | Unai Market | Hal Leas market | Kro Moun Market","ភ្នំពេញ | ទួលគោក | ផ្សារសំណង់12 | ផ្សារ chip mong | ផ្សារុនៃ | ផ្សារហាល លោស | ផ្សារក្រូ មអូន"
335,"PNPA052","Chak Angrae Kraom","Phnom Penh","ភ្នំពេញ","Mean Chey","មានជ័យ","Chak Angrae Kraom","ចាក់អង្រែក្រោម","120607","11.50926","104.937224",5,"AEON Maxvalu Express Chak Angre Krom2 (អ៊ីអន ម៉ាក់វ៉លអ៊ិចប្រេស ចាក់អង្រែក្រោម 2) - 0.06km ; Chak Angre (ផ្សារចាក ាងរេ) - 0.51km ; Phsar Chak Angrae (ផ្សារចាក់អង្រែ) - 0.53km ; Cham Market (ផ្សារចាម) - 0.73km ; Madam VL () - 1.04km","PNPA052 | Chak Angrae Kraom | Phnom Penh | Mean Chey | AEON Maxvalu Express Chak Angre Krom2 | Chak Angre | Phsar Chak Angrae | Cham Market | Madam VL","ភ្នំពេញ | មានជ័យ | អ៊ីអន ម៉ាក់វ៉លអ៊ិចប្រេស ចាក់អង្រែក្រោម 2 | ផ្សារចាក ាងរេ | ផ្សារចាក់អង្រែ | ផ្សារចាម"
336,"PNPA055","Boeng Tumpun Ti Muoy","Phnom Penh","ភ្នំពេញ","Chamkar Mon","ចំការមន","Tuol Tumpung Ti Muoy","ទួលទំពូងទី ១","120110","11.520161","104.916818",5,"Phsar PC (ផ្សារប៉េសេ) - 0.03km ; Pc Market (ផ្សារpc) - 0.04km ; Lucky Express () - 0.23km ; Vath markt () - 0.59km ; Sangkat Phsar Daeum Thkov (សង្កាត់ផ្សារដើមថ្កូវ) - 1.21km","PNPA055 | Boeng Tumpun Ti Muoy | Phnom Penh | Chamkar Mon | Phsar PC | Pc Market | Lucky Express | Vath markt | Sangkat Phsar Daeum Thkov","ភ្នំពេញ | ចំការមន | ផ្សារប៉េសេ | ផ្សារpc | សង្កាត់ផ្សារដើមថ្កូវ"
337,"PNPA059","Phsar Toch","Phnom Penh","ភ្នំពេញ","Doun Penh","ដូនពេញ","Phsar Chas","ផ្សារចាស់","120209","104.916787","11.590202",1,"Doun Penh Center (ដូនពេញ មជ្ឈមណ្ឌល) - 0km","PNPA059 | Phsar Toch | Phnom Penh | Doun Penh | Doun Penh Center","ភ្នំពេញ | ដូនពេញ | ដូនពេញ មជ្ឈមណ្ឌល"
338,"PNPA060","Phsar Thmei Ti Muoy","Phnom Penh","ភ្នំពេញ","Doun Penh","ដូនពេញ","Phsar Thmei Ti Muoy","ផ្សារថ្មីទី ១","120201","11.570329","104.921707",5,"Psar Thom Tmey (ផ្សារធំថ្មី) - 0.08km ; Central Market (ផ្សារធំថ្មី) - 0.11km ; Phsar Ta Pang (ផ្សារ តា ពាង) - 0.17km ; Phsar Tapang Pharmacy (ឱសថស្ថាន ផ្សារតាប៉ាងថ្មី) - 0.19km ; Phsar Tapang Thmey Pharmacy (ឱសថស្ថាន ផ្សារតាប៉ាងថ្មី) - 0.21km","PNPA060 | Phsar Thmei Ti Muoy | Phnom Penh | Doun Penh | Psar Thom Tmey | Central Market | Phsar Ta Pang | Phsar Tapang Pharmacy | Phsar Tapang Thmey Pharmacy","ភ្នំពេញ | ដូនពេញ | ផ្សារធំថ្មី | ផ្សារ តា ពាង | ឱសថស្ថាន ផ្សារតាប៉ាងថ្មី"
339,"PNPA064","Prey Pring Khang Tboung 2","Kampot","កំពត","Kampong Trach","កំពង់ត្រាច","Svay Tong Khang Tboung","ស្វាយទងខាងត្បូង","070616","11.524598","104.826706",5,"Lorn City Chom Chao Market (ផ្សារលូរន កីតយ ចោមចៅ) - 0.03km ; Lucky Express (Chaom Chao 3) () - 0.8km ; Chaom Chau Flyover (ស្ពានអាកាសចោមចៅ) - 0.92km ; Phsar Chom Chao (ផ្សារចោមចៅ) - 1.09km ; Chom Chao Market (ផ្សារចោមចៅ) - 1.1km","PNPA064 | Prey Pring Khang Tboung 2 | Kampot | Kampong Trach | Lorn City Chom Chao Market | Lucky Express (Chaom Chao 3) | Chaom Chau Flyover | Phsar Chom Chao | Chom Chao Market","កំពត | កំពង់ត្រាច | ផ្សារលូរន កីតយ ចោមចៅ | ស្ពានអាកាសចោមចៅ | ផ្សារចោមចៅ"
340,"PNPA069","Ou Baek K am","Phnom Penh","ភ្នំពេញ","Saensokh","សែនសុខ","Ou Baek K'am","អូរបែកក្អម","120808","11.5524","104.8851",5,"Phsar O Bei Kahorm (ផ្សារអូរបែកក្អម) - 0.24km ; Trapeang Chhouk Market (ផ្សារត្រពាំងឈូក) - 0.34km ; Trapang Chouk Market (ផ្សារត្រពាំងឈូក) - 0.43km ; 2002 Market (ផ្សារ2002) - 0.48km ; Sor La (ផ្សារសូរ លា) - 0.65km","PNPA069 | Ou Baek K am | Phnom Penh | Saensokh | Phsar O Bei Kahorm | Trapeang Chhouk Market | Trapang Chouk Market | 2002 Market | Sor La","ភ្នំពេញ | សែនសុខ | ផ្សារអូរបែកក្អម | ផ្សារត្រពាំងឈូក | ផ្សារ2002 | ផ្សារសូរ លា"
341,"PNPA070","Nirouth","Phnom Penh","ភ្នំពេញ","Chbar Ampov","ច្បារអំពៅ","Nirouth","និរោធ","121203","11.519818","104.945927",5,"Cham Market (ផ្សារចាម) - 0.78km ; Monivong Bridge (ស្ពានព្រះមុនីវង្ស) - 0.94km ; Cho Ray Phnom Penh Hospital (មន្ទីរពេទ្យជោរៃភ្នំពេញ) - 1.04km ; Lucky Express () - 1.09km ; Thai Huot Market - Boeung Snor () - 1.44km","PNPA070 | Nirouth | Phnom Penh | Chbar Ampov | Cham Market | Monivong Bridge | Cho Ray Phnom Penh Hospital | Lucky Express | Thai Huot Market - Boeung Snor","ភ្នំពេញ | ច្បារអំពៅ | ផ្សារចាម | ស្ពានព្រះមុនីវង្ស | មន្ទីរពេទ្យជោរៃភ្នំពេញ"
342,"PNPA071","Chong Khsach","Tboung Khmum","ត្បូងឃ្មុំ","Dambae","តំបែរ","Chong Cheach","ចុងជាច","250101","104.915295","11.588579",1,"Dambae Center (តំបែរ មជ្ឈមណ្ឌល) - 0km","PNPA071 | Chong Khsach | Tboung Khmum | Dambae | Dambae Center","ត្បូងឃ្មុំ | តំបែរ | តំបែរ មជ្ឈមណ្ឌល"
343,"PNPA072","Phsar Toch","Phnom Penh","ភ្នំពេញ","Doun Penh","ដូនពេញ","Phsar Chas","ផ្សារចាស់","120209","104.907171","11.590341",1,"Doun Penh Center (ដូនពេញ មជ្ឈមណ្ឌល) - 0km","PNPA072 | Phsar Toch | Phnom Penh | Doun Penh | Doun Penh Center","ភ្នំពេញ | ដូនពេញ | ដូនពេញ មជ្ឈមណ្ឌល"
344,"PNPA073","Phsar Depou Ti Pir Phum 2","Phnom Penh","ភ្នំពេញ","Tuol Kouk","ទួលគោក","Phsar Depou Ti Pir","ផ្សារដេប៉ូទី ២","120402","11.566332","104.905016",5,"Sangkat Phsar Depou Ti Pir (សង្កាត់ផ្សារដេប៉ូទី 2) - 0.21km ; Phsar Depot (ផ្សារដេប៉ូ) - 0.33km ; Depo Market (ផ្សារដេប៉ូ) - 0.35km ; Sangkat Phsar Depou Ti Muoy (សង្កាត់ផ្សារដេប៉ូទី 1) - 0.38km ; Sangkat Phsar Depou Ti Bei (សង្កាត់ផ្សារដេប៉ូទី 3) - 0.42km","PNPA073 | Phsar Depou Ti Pir Phum 2 | Phnom Penh | Tuol Kouk | Sangkat Phsar Depou Ti Pir | Phsar Depot | Depo Market | Sangkat Phsar Depou Ti Muoy | Sangkat Phsar Depou Ti Bei","ភ្នំពេញ | ទួលគោក | សង្កាត់ផ្សារដេប៉ូទី 2 | ផ្សារដេប៉ូ | សង្កាត់ផ្សារដេប៉ូទី 1 | សង្កាត់ផ្សារដេប៉ូទី 3"
345,"PNPA074","Tuek Thla","Banteay Meanchey","បន្ទាយមានជ័យ","Serei Saophoan","សិរីសោភ័ណ","Tuek Thla","ទឹកថ្លា","010608","11.5576","104.8686",5,"Nine Dragons () - 0.4km ; Lucky () - 0.59km ; Ratana Plaza (ផ្សាររតនាផ្លាហ្សា) - 0.61km ; Midtown Mall Street 2004 (ផ្សារទំនើប មីដថោន ផ្លូវ2004) - 0.68km ; Russian Federation Boulevard (មហាវិថីសហព័ន្ធរុស្ស៊ី) - 0.7km","PNPA074 | Tuek Thla | Banteay Meanchey | Serei Saophoan | Nine Dragons | Lucky | Ratana Plaza | Midtown Mall Street 2004 | Russian Federation Boulevard","បន្ទាយមានជ័យ | សិរីសោភ័ណ | ផ្សាររតនាផ្លាហ្សា | ផ្សារទំនើប មីដថោន ផ្លូវ2004 | មហាវិថីសហព័ន្ធរុស្ស៊ី"
