No,Branch Code,Branch Store Name,Province (English),Province (Khmer),District (English),District (Khmer),Commune (English),Commune (Khmer),NCDD Commune Code,Latitude,Longitude,Nearby Places Count,Top 3-5 Nearby Places (EN | KH | Distance),English Search Keywords (Pipe Separated),Khmer Search Keywords (Pipe Separated)
37,"BATA011","Boeng Reang","Battambang","Battambang","Kamrieng","កំរៀង","Boeng Reang","បឹងរាំង","021202","13.087139","102.446107",3,"Krd (ផ្សារក្រដ) - 0.71km ; Phsar Khmer (Khmer Market) () - 0.84km ; Trawi (ផ្សារត្រាវី) - 2km","BATA011 | Boeng Reang | Battambang | Kamrieng | Krd | Phsar Khmer (Khmer Market) | Trawi","កំរៀង | ផ្សារក្រដ | ផ្សារត្រាវី"
38,"BATA012","Bour","Battambang","Battambang","Phnum Proek","ភ្នំព្រឹក","Bour","បួរ","021103","13.283736","102.615651",3,"Bo Market (ផ្សារបូ) - 0.26km ; Boeung Sangker (ផ្សារបឹង សាងកេរ) - 11.42km ; Phnum Proek Center (ភ្នំព្រឹក មជ្ឈមណ្ឌល) - 0km","BATA012 | Bour | Battambang | Phnum Proek | Bo Market | Boeung Sangker | Phnum Proek Center","ភ្នំព្រឹក | ផ្សារបូ | ផ្សារបឹង សាងកេរ | ភ្នំព្រឹក មជ្ឈមណ្ឌល"
39,"BATA013","Pech Chenda 01","Battambang","Battambang","Phnum Proek","ភ្នំព្រឹក","Pech Chenda","ពេជ្រចិន្ដា","021102","13.222725","102.391644",2,"Heng Theng Pechanda Market (ផ្សារហេង ថេង ពេចានដា) - 0.29km ; Phnum Proek Center (ភ្នំព្រឹក មជ្ឈមណ្ឌល) - 0km","BATA013 | Pech Chenda 01 | Battambang | Phnum Proek | Heng Theng Pechanda Market | Phnum Proek Center","ភ្នំព្រឹក | ផ្សារហេង ថេង ពេចានដា | ភ្នំព្រឹក មជ្ឈមណ្ឌល"
40,"BATA014","Pech Chenda 02","Battambang","Battambang","Phnum Proek","ភ្នំព្រឹក","Pech Chenda","ពេជ្រចិន្ដា","021102","13.2117","102.532803",2,"Plouv Bram Market (ផ្សារពលអូវ ប្រាម) - 0.07km ; Phnum Proek Center (ភ្នំព្រឹក មជ្ឈមណ្ឌល) - 0km","BATA014 | Pech Chenda 02 | Battambang | Phnum Proek | Plouv Bram Market | Phnum Proek Center","ភ្នំព្រឹក | ផ្សារពលអូវ ប្រាម | ភ្នំព្រឹក មជ្ឈមណ្ឌល"
41,"BATA015","Sdok Pravoek","Battambang","Battambang","Rukh Kiri","រុក្ខគិរី","Sdok Pravoek","ស្តុកប្រវឹក","021404","12.603483","103.490935",5,"Turkish (ផ្សារturkish) - 0.14km ; Stockpray (ផ្សារស្តុកព្រៃ) - 8.27km ; Russey Krang (ផ្សារឫស្សី ក្រាង) - 10.78km ; Market () - 11.41km ; Prek Chik Market (ផ្សារព្រេក ចីក) - 11.48km","BATA015 | Sdok Pravoek | Battambang | Rukh Kiri | Turkish | Stockpray | Russey Krang | Market | Prek Chik Market","រុក្ខគិរី | ផ្សារturkish | ផ្សារស្តុកព្រៃ | ផ្សារឫស្សី ក្រាង | ផ្សារព្រេក ចីក"
42,"BATA016","Ta Kream","Battambang","Battambang","Banan","បាណន់","Ta Kream","តាគ្រាម","020108","13.090324","103.023334",3,"Ta Ngean Market (ផ្សារតាង៉ែន) - 4.58km ; Kiosk () - 4.66km ; Phnomsampov (ផ្សារភ្នំសំពៅ) - 10.81km","BATA016 | Ta Kream | Battambang | Banan | Ta Ngean Market | Kiosk | Phnomsampov","បាណន់ | ផ្សារតាង៉ែន | ផ្សារភ្នំសំពៅ"
43,"BATA017","Ta Sanh","Battambang","Battambang","Samlout","សំឡូត","Ta Sanh","តាសាញ","020907","12.616636","102.858967",3,"Samlout Market (ផ្សារសាមលអូត) - 0.08km ; Meanchey Market (ផ្សារមានជ័យ) - 11.66km ; Samlout Center (សំឡូត មជ្ឈមណ្ឌល) - 0km","BATA017 | Ta Sanh | Battambang | Samlout | Samlout Market | Meanchey Market | Samlout Center","សំឡូត | ផ្សារសាមលអូត | ផ្សារមានជ័យ | សំឡូត មជ្ឈមណ្ឌល"
44,"BATA018","Kampong Lpov","Battambang","Battambang","Samlout","សំឡូត","Kampong Lpov","កំពង់ល្ពៅ","020902","12.543875","102.865274",2,"Samlout Market (ផ្សារសាមលអូត) - 8.19km ; Samlout Center (សំឡូត មជ្ឈមណ្ឌល) - 0km","BATA018 | Kampong Lpov | Battambang | Samlout | Samlout Market | Samlout Center","សំឡូត | ផ្សារសាមលអូត | សំឡូត មជ្ឈមណ្ឌល"
45,"BATA019","Traeng","Battambang","Battambang","Rotonak Mondol","រតនមណ្ឌល","Traeng","ត្រែង","020704","12.832975","102.894727",4,"Treng Market (ផ្សារត្រេង) - 0.03km ; Traeng Market (Phsar Phcheav) (ផ្សារត្រែង (ផ្សារភ្ជាវ)) - 0.07km ; Sdao Market (ផ្សារស្តៅ) - 10.71km ; Reaksmeisangha Market (ផ្សាររោកសមីសាងហា) - 11.94km","BATA019 | Traeng | Battambang | Rotonak Mondol | Treng Market | Traeng Market (Phsar Phcheav) | Sdao Market | Reaksmeisangha Market","រតនមណ្ឌល | ផ្សារត្រេង | ផ្សារត្រែង (ផ្សារភ្ជាវ) | ផ្សារស្តៅ | ផ្សាររោកសមីសាងហា"
46,"BATA021","Preaek Chik","Battambang","Battambang","Rukh Kiri","រុក្ខគិរី","Preaek Chik","ព្រែកជីក","021401","12.651708","103.396619",3,"Prek Chik Market (ផ្សារព្រេក ចីក) - 1.1km ; Market () - 1.11km ; Turkish (ផ្សារturkish) - 11.69km","BATA021 | Preaek Chik | Battambang | Rukh Kiri | Prek Chik Market | Market | Turkish","រុក្ខគិរី | ផ្សារព្រេក ចីក | ផ្សារturkish"
47,"BATA022","Bavel","Battambang","Battambang","Bavel","បវេល","Bavel","បវេល","020401","13.256093","102.875914",5,"Market () - 0.25km ; Bavel (ផ្សារបវេល) - 0.27km ; Borey Yin Mann (ផ្សារបុរី យីន មានន) - 1.73km ; Khnach Romeas (ផ្សារខនាច រូមោស) - 8km ; Lvea (ផ្សារលវោ) - 11.23km","BATA022 | Bavel | Battambang | Market | Borey Yin Mann | Khnach Romeas | Lvea","បវេល | ផ្សារបវេល | ផ្សារបុរី យីន មានន | ផ្សារខនាច រូមោស | ផ្សារលវោ"
48,"BATA023","Chrey","Battambang","Battambang","Thma Koul","ថ្មគោល","Chrey","ជ្រៃ","020204","13.112873","103.136953",5,"Chrey Market (ផ្សារជ្រៃ) - 0.72km ; Phou Pouy (ផ្សារផអូ ពអូយ) - 4.3km ; Boeng Raing Market (ផ្សារបឹង រៃង) - 6.2km ; Beng Chuk Market (ផ្សារបឹង ឈូក) - 6.23km ; Rong Lkorn Market (ផ្សាររូង លកូរន) - 6.25km","BATA023 | Chrey | Battambang | Thma Koul | Chrey Market | Phou Pouy | Boeng Raing Market | Beng Chuk Market | Rong Lkorn Market","ថ្មគោល | ផ្សារជ្រៃ | ផ្សារផអូ ពអូយ | ផ្សារបឹង រៃង | ផ្សារបឹង ឈូក | ផ្សាររូង លកូរន"
49,"BATA024","Boeng Pring","Battambang","Battambang","Thma Koul","ថ្មគោល","Boeng Pring","បឹងព្រីង","020207","13.366959","103.034112",5,"Boeng Pring Market (ផ្សារបឹង ព្រីង) - 0.59km ; Psa Chas Phnom Tooch (ផ្សារចាស់ ផនូម តូច) - 4.91km ; Phsa Thmey Phnom Toch (ផ្សារ ថ្មី ផនូម តូច) - 5.28km ; Chrouy Sadi Market (ផ្សារចរអូយ សាដី) - 5.44km ; Phsar Phnom Thom (ផ្សារ ផនូម ធំ) - 8.88km","BATA024 | Boeng Pring | Battambang | Thma Koul | Boeng Pring Market | Psa Chas Phnom Tooch | Phsa Thmey Phnom Toch | Chrouy Sadi Market | Phsar Phnom Thom","ថ្មគោល | ផ្សារបឹង ព្រីង | ផ្សារចាស់ ផនូម តូច | ផ្សារ ថ្មី ផនូម តូច | ផ្សារចរអូយ សាដី | ផ្សារ ផនូម ធំ"
50,"BATA025","Ta Pung","Battambang","Battambang","Thma Koul","ថ្មគោល","Ta Pung","តាពូង","020201","13.264179","103.089398",5,"Thma Koul Markat (ផ្សារថ្មគោល) - 0.23km ; Thma Koul Market (ផ្សារថ្មគោល) - 0.24km ; Kok Khmum Market (ផ្សារកុក ខមុម) - 3.86km ; Phum Thmei Market (ផ្សារផុម ថមី) - 6.78km ; Chrouy Sadi Market (ផ្សារចរអូយ សាដី) - 7.5km","BATA025 | Ta Pung | Battambang | Thma Koul | Thma Koul Markat | Thma Koul Market | Kok Khmum Market | Phum Thmei Market | Chrouy Sadi Market","ថ្មគោល | ផ្សារថ្មគោល | ផ្សារកុក ខមុម | ផ្សារផុម ថមី | ផ្សារចរអូយ សាដី"
51,"BATA026","Svay Por","Battambang","Battambang","Battambang","បាត់ដំបង","Svay Por","ស្វាយប៉ោ","020310","13.0859","103.1988",5,"Apsara Phsar Leu (ផ្សារាពសារា ផ្សារ លើ) - 0.08km ; Phsar Leu () - 0.13km ; Night market? () - 1.03km ; Rong Lkorn Market (ផ្សាររូង លកូរន) - 1.28km ; Sok Kheng Drink Shop () - 1.34km","BATA026 | Svay Por | Battambang | Apsara Phsar Leu | Phsar Leu | Night market? | Rong Lkorn Market | Sok Kheng Drink Shop","បាត់ដំបង | ផ្សារាពសារា ផ្សារ លើ | ផ្សាររូង លកូរន"
52,"BATA027","Ou Ta Ki","Battambang","Battambang","Thma Koul","ថ្មគោល","Ou Ta Ki","អូរតាគី","020203","13.167237","103.112915",5,"Toul Tadok Market (ផ្សារទួល តាដូក) - 0.04km ; Chrey Market (ផ្សារជ្រៃ) - 7.17km ; Phou Pouy (ផ្សារផអូ ពអូយ) - 9.54km ; Po Tivong Market (ផ្សារពូ តីវូង) - 10.48km ; Psar Lu Market (ផ្សារ លុ) - 10.62km","BATA027 | Ou Ta Ki | Battambang | Thma Koul | Toul Tadok Market | Chrey Market | Phou Pouy | Po Tivong Market | Psar Lu Market","ថ្មគោល | ផ្សារទួល តាដូក | ផ្សារជ្រៃ | ផ្សារផអូ ពអូយ | ផ្សារពូ តីវូង | ផ្សារ លុ"
53,"BATA028","Ta Sda","Battambang","Battambang","Sampov Lun","សំពៅលូន","Ta Sda","តាស្ដា","021003","13.404488","102.455575",3,"Trav Chu Market (ផ្សារត្រាវ ចុ) - 6.86km ; Borei Sopheakmongkol Market (ផ្សារបុរី សូផោកមូងកូល) - 10.03km ; Ta Lorn Market (ផ្សារតាឡន) - 10.56km","BATA028 | Ta Sda | Battambang | Sampov Lun | Trav Chu Market | Borei Sopheakmongkol Market | Ta Lorn Market","សំពៅលូន | ផ្សារត្រាវ ចុ | ផ្សារបុរី សូផោកមូងកូល | ផ្សារតាឡន"
54,"BATA029","Thipakdei","Battambang","Battambang","Koas Krala","គាស់ក្រឡ","Thipakdei","ធិបតី","021301","12.856523","103.26872",4,"Tipadei Market (ផ្សារតីពាដី) - 0.07km ; Svay Cheat (ផ្សារស្វាយ ចោត) - 8.2km ; Koaskralar Market (ផ្សារកូាសក្រាលារ) - 11.07km ; Prey Touch Market (ផ្សារព្រេយ តូច) - 11.95km","BATA029 | Thipakdei | Battambang | Koas Krala | Tipadei Market | Svay Cheat | Koaskralar Market | Prey Touch Market","គាស់ក្រឡ | ផ្សារតីពាដី | ផ្សារស្វាយ ចោត | ផ្សារកូាសក្រាលារ | ផ្សារព្រេយ តូច"
55,"BATA030","Prey Svay","Battambang","Battambang","Moung Ruessei","មោងឫស្សី","Prey Svay","ព្រៃស្វាយ","020603","12.713477","103.544657",3,"Kralaom Pluk (ផ្សារក្រាលៅម ពលុក) - 0.24km ; Prey Svay (ផ្សារព្រៃស្វាយ) - 4.96km ; Chrey Market (ផ្សារជ្រៃ) - 10.76km","BATA030 | Prey Svay | Battambang | Moung Ruessei | Kralaom Pluk | Chrey Market","មោងឫស្សី | ផ្សារក្រាលៅម ពលុក | ផ្សារព្រៃស្វាយ | ផ្សារជ្រៃ"
56,"BATA032","Sdau","Battambang","Battambang","Rotonak Mondol","រតនមណ្ឌល","Sdau","ស្ដៅ","020701","12.891503","102.973863",5,"Sdao Market (ផ្សារស្តៅ) - 0.08km ; Reaksmeisangha Market (ផ្សាររោកសមីសាងហា) - 8.65km ; Treng Market (ផ្សារត្រេង) - 10.74km ; Traeng Market (Phsar Phcheav) (ផ្សារត្រែង (ផ្សារភ្ជាវ)) - 10.76km ; Snoeng Market (ផ្សារសនូេង) - 11.23km","BATA032 | Sdau | Battambang | Rotonak Mondol | Sdao Market | Reaksmeisangha Market | Treng Market | Traeng Market (Phsar Phcheav) | Snoeng Market","រតនមណ្ឌល | ផ្សារស្តៅ | ផ្សាររោកសមីសាងហា | ផ្សារត្រេង | ផ្សារត្រែង (ផ្សារភ្ជាវ) | ផ្សារសនូេង"
57,"BATA033","Ampil Pram Daeum","Battambang","Battambang","Bavel","បវេល","Ampil Pram Daeum","អំពិលប្រាំដើម","020405","13.260059","102.767866",4,"Ampilpramdaeum (ផ្សារាមពីលព្រាមដែុម) - 0.38km ; Boeung Sangker (ផ្សារបឹង សាងកេរ) - 5.3km ; Bavel (ផ្សារបវេល) - 11.61km ; Market () - 11.68km","BATA033 | Ampil Pram Daeum | Battambang | Bavel | Ampilpramdaeum | Boeung Sangker | Market","បវេល | ផ្សារាមពីលព្រាមដែុម | ផ្សារបឹង សាងកេរ | ផ្សារបវេល"
58,"BATA034","Ou Char","Battambang","Battambang","Battambang","បាត់ដំបង","Ou Char","អូរចារ","020309","13.1076","103.1755",5,"Phou Pouy (ផ្សារផអូ ពអូយ) - 0.08km ; Beng Chuk Market (ផ្សារបឹង ឈូក) - 2.02km ; Phsar Boeung Chhouk () - 2.13km ; Boeung Chhouk Market (ផ្សារបឹងឈូក) - 2.17km ; Rong Lkorn Market (ផ្សាររូង លកូរន) - 2.24km","BATA034 | Ou Char | Battambang | Phou Pouy | Beng Chuk Market | Phsar Boeung Chhouk | Boeung Chhouk Market | Rong Lkorn Market","បាត់ដំបង | ផ្សារផអូ ពអូយ | ផ្សារបឹង ឈូក | ផ្សារបឹងឈូក | ផ្សាររូង លកូរន"
59,"BATA035","Anlung Vil","Battambang","Battambang","Sangkae","សង្កែ","Anlong Vil","អន្លង់វិល","020801","13.0624","103.2563",5," (ផសារ) - 1.17km ; Sangkae Market (ផ្សារសង្កែ) - 3.22km ; Kom Nob (ផ្សារកូម នូប) - 3.5km ; Roka Market (ផ្សាររូកា) - 4.01km ; New Market (ផ្សារថ្មី) - 5.32km","BATA035 | Anlung Vil | Battambang | Sangkae | Sangkae Market | Kom Nob | Roka Market | New Market","សង្កែ | ផសារ | ផ្សារសង្កែ | ផ្សារកូម នូប | ផ្សាររូកា | ផ្សារថ្មី"
