No,Branch Code,Branch Store Name,Province (English),Province (Khmer),District (English),District (Khmer),Commune (English),Commune (Khmer),NCDD Commune Code,Latitude,Longitude,English Keywords Count,English Search Keywords (Pipe Separated),Khmer Keywords Count,Khmer Search Keywords (Pipe Separated)
44,"BATA018","Kampong Lpov","Battambang","Battambang","Samlout","សំឡូត","Kampong Lpov","កំពង់ល្ពៅ","020902","12.543875","102.865274",4,"BATA018 | Kampong Lpov | Samlout | 020902",3,"សំឡូត | កំពង់ល្ពៅ | ផ្សារសាមលអូត"
45,"BATA019","Traeng","Battambang","Battambang","Rotonak Mondol","រតនមណ្ឌល","Traeng","ត្រែង","020704","12.832975","102.894727",4,"BATA019 | Traeng | Rotonak Mondol | 020704",6,"រតនមណ្ឌល | ត្រែង | ផ្សារត្រេង | ផ្សារស្តៅ | ផ្សាររោកសមីសាងហា | ផ្សារត្រែង (ផ្សារភ្ជាវ)"
46,"BATA021","Preaek Chik","Battambang","Battambang","Rukh Kiri","រុក្ខគិរី","Preaek Chik","ព្រែកជីក","021401","12.651708","103.396619",4,"BATA021 | Preaek Chik | Rukh Kiri | 021401",4,"រុក្ខគិរី | ព្រែកជីក | ផ្សារព្រេក ចីក | ផ្សារturkish"
47,"BATA022","Bavel","Battambang","Battambang","Bavel","បវេល","Bavel","បវេល","020401","13.256093","102.875914",4,"BATA022 | Bavel | 020401 | borey yin mann",6,"បវេល | ផ្សារបវេល | ផ្សារខ្នាច រមាស | ផ្សារល្វា | ផ្សារាមពីលព្រាមដែុម | ផ្សារបុរី យីន មានន"
48,"BATA023","Chrey","Battambang","Battambang","Thma Koul","ថ្មគោល","Chrey","ជ្រៃ","020204","13.112873","103.136953",8,"BATA023 | Chrey | Thma Koul | 020204 | battambang night market | night market battambang | lucky supermarket | night market?",30,"ថ្មគោល | ជ្រៃ | ផ្សាររូង លកូរន | ផ្សារភ្នំសំពៅ | ផ្សារផអូ ពអូយ | ផ្សារវាតា មេរម | ផ្សារបឹង រៃង | ផ្សារកវាង | ផ្សារ លុ | ផ្សារាពសារា ផ្សារ លើ | ផ្សារសលូរក្រាម | ផ្សារពូ តីវូង | ផ្សារបឹង ឈូក | ផ្សារនារត | ផ្សារថ្មី | ផ្សារសំរោង កនូង | ផ្សារជ្រៃ | ផ្សារសង្កែ | ផ្សារព្រេក តា ចរែង | ផ្សារទួល តាដូក | ផ្សារព្រែកខ្ពប | ផ្សារបូរេដ រាម ចេក | ផ្សារវាត លោប | ផ្សារណាត់ | ផ្សារបឹងឈូក | ផ្សាររាត្រីបាត់ដំបង | ផ្សារវត្តតាមិម | ផ្សារខ្វែង | ផ្សារស្លក្រាម | ផ្សារណាត់ បាត់ដំបង"
49,"BATA024","Boeng Pring","Battambang","Battambang","Thma Koul","ថ្មគោល","Boeng Pring","បឹងព្រីង","020207","13.366959","103.034112",4,"BATA024 | Boeng Pring | Thma Koul | 020207",14,"ថ្មគោល | បឹងព្រីង | ផ្សារអូរស្ងួតថ្មី | ផ្សារអូរអណ្ដូង | ផ្សារកុក ខមុម | ផ្សារអូរស្ងួតចាស់ | ផ្សារ ភ្នំ ធំ | ផ្សារ ថ្មី ភ្នំ តូច | ផ្សារបឹង ព្រីង | ផ្សារចាស់ ភ្នំ តូច | ផ្សារហុយលេង សឿ | ផ្សារជ្រោយ សតី | ផ្សារផុម ថមី | ផ្សារសឿ"
50,"BATA025","Ta Pung","Battambang","Battambang","Thma Koul","ថ្មគោល","Ta Pung","តាពូង","020201","13.264179","103.089398",4,"BATA025 | Ta Pung | Thma Koul | 020201",7,"ថ្មគោល | តាពូង | ផ្សារថ្មគោល | ផ្សារកុក ខមុម | ផ្សារទួល តាដូក | ផ្សារជ្រោយ សតី | ផ្សារផុម ថមី"
51,"BATA026","Svay Por","Battambang","Battambang","Battambang","បាត់ដំបង","Svay Por","ស្វាយប៉ោ","020310","13.0859","103.1988",8,"BATA026 | Svay Por | Battambang | 020310 | battambang night market | night market battambang | lucky supermarket | night market?",32,"បាត់ដំបង | ស្វាយប៉ោ | ផ្សាររូង លកូរន | ផ្សារផអូ ពអូយ | ផ្សារវាតា មេរម | ផ្សារបឹង រៃង | ផ្សារកវាង | ផ្សារ លុ | ផ្សារាពសារា ផ្សារ លើ | ផ្សារសលូរក្រាម | ផ្សារពូ តីវូង | ផ្សារបឹង ឈូក | ផ្សារនារត | ផ្សារថ្មី | ផ្សារសំរោង កនូង | ផ្សារជ្រៃ | ផ្សារកូម នូប | ផ្សារសង្កែ | ផ្សារព្រេក តា ចរែង | ផ្សារព្រែកខ្ពប | ផ្សាររូកា | ផ្សារបូរេដ រាម ចេក | ផ្សារបា សែត | ផ្សារវាត លោប | ផ្សារតាពន់ | ផ្សារណាត់ | ផ្សារបឹងឈូក | ផ្សាររាត្រីបាត់ដំបង | ផ្សារវត្តតាមិម | ផ្សារខ្វែង | ផ្សារស្លក្រាម | ផ្សារណាត់ បាត់ដំបង"
52,"BATA027","Ou Ta Ki","Battambang","Battambang","Thma Koul","ថ្មគោល","Ou Ta Ki","អូរតាគី","020203","13.167237","103.112915",5,"BATA027 | Ou Ta Ki | Thma Koul | 020203 | lucky supermarket",15,"ថ្មគោល | អូរតាគី | ផ្សារថ្មគោល | ផ្សាររូង លកូរន | ផ្សារផអូ ពអូយ | ផ្សារ លុ | ផ្សារពូ តីវូង | ផ្សារបឹង ឈូក | ផ្សារនារត | ផ្សារជ្រៃ | ផ្សារទួល តាដូក | ផ្សារវាត លោប | ផ្សារណាត់ | ផ្សារបឹងឈូក | ផ្សារណាត់ បាត់ដំបង"
53,"BATA028","Ta Sda","Battambang","Battambang","Sampov Lun","សំពៅលូន","Ta Sda","តាស្ដា","021003","13.404488","102.455575",4,"BATA028 | Ta Sda | Sampov Lun | 021003",5,"សំពៅលូន | តាស្ដា | ផ្សារបុរី សូផោកមង្គល | ផ្សារតាឡន | ផ្សារត្រាវ ចុ"
54,"BATA029","Thipakdei","Battambang","Battambang","Koas Krala","គាស់ក្រឡ","Thipakdei","ធិបតី","021301","12.856523","103.26872",4,"BATA029 | Thipakdei | Koas Krala | 021301",6,"គាស់ក្រឡ | ធិបតី | ផ្សារតីពាដី | ផ្សារស្វាយ ចោត | ផ្សារកូាសក្រាលារ | ផ្សារព្រេយ តូច"
55,"BATA030","Prey Svay","Battambang","Battambang","Moung Ruessei","មោងឫស្សី","Prey Svay","ព្រៃស្វាយ","020603","12.713477","103.544657",4,"BATA030 | Prey Svay | Moung Ruessei | 020603",5,"មោងឫស្សី | ព្រៃស្វាយ | ផ្សារក្រាលៅម ពលុក | ផ្សារព្រៃស្វាយ | ផ្សារជ្រៃ"
56,"BATA032","Sdau","Battambang","Battambang","Rotonak Mondol","រតនមណ្ឌល","Sdau","ស្ដៅ","020701","12.891503","102.973863",4,"BATA032 | Sdau | Rotonak Mondol | 020701",7,"រតនមណ្ឌល | ស្ដៅ | ផ្សារត្រេង | ផ្សារស្តៅ | ផ្សារសនូេង | ផ្សាររោកសមីសាងហា | ផ្សារត្រែង (ផ្សារភ្ជាវ)"
57,"BATA033","Ampil Pram Daeum","Battambang","Battambang","Bavel","បវេល","Ampil Pram Daeum","អំពិលប្រាំដើម","020405","13.260059","102.767866",4,"BATA033 | Ampil Pram Daeum | Bavel | 020405",5,"បវេល | អំពិលប្រាំដើម | ផ្សារបវេល | ផ្សារាមពីលព្រាមដែុម | ផ្សារបឹង សាងកេរ"
58,"BATA034","Ou Char","Battambang","Battambang","Battambang","បាត់ដំបង","Ou Char","អូរចារ","020309","13.1076","103.1755",8,"BATA034 | Ou Char | Battambang | 020309 | battambang night market | night market battambang | lucky supermarket | night market?",31,"បាត់ដំបង | អូរចារ | ផ្សាររូង លកូរន | ផ្សារភ្នំសំពៅ | ផ្សារផអូ ពអូយ | ផ្សារវាតា មេរម | ផ្សារបឹង រៃង | ផ្សារកវាង | ផ្សារ លុ | ផ្សារាពសារា ផ្សារ លើ | ផ្សារសលូរក្រាម | ផ្សារពូ តីវូង | ផ្សារបឹង ឈូក | ផ្សារនារត | ផ្សារថ្មី | ផ្សារសំរោង កនូង | ផ្សារជ្រៃ | ផ្សារសង្កែ | ផ្សារព្រេក តា ចរែង | ផ្សារទួល តាដូក | ផ្សារព្រែកខ្ពប | ផ្សាររូកា | ផ្សារបូរេដ រាម ចេក | ផ្សារវាត លោប | ផ្សារណាត់ | ផ្សារបឹងឈូក | ផ្សាររាត្រីបាត់ដំបង | ផ្សារវត្តតាមិម | ផ្សារខ្វែង | ផ្សារស្លក្រាម | ផ្សារណាត់ បាត់ដំបង"
59,"BATA035","Anlung Vil","Battambang","Battambang","Sangkae","សង្កែ","Anlong Vil","អន្លង់វិល","020801","13.0624","103.2563",8,"BATA035 | Anlung Vil | Sangkae | 020801 | battambang night market | night market battambang | lucky supermarket | night market?",32,"សង្កែ | អន្លង់វិល | ផ្សាររូង លកូរន | ផ្សារផអូ ពអូយ | ផ្សារវាតា មេរម | ផ្សារបឹង រៃង | ផ្សារកវាង | ផ្សារ លុ | ផ្សារាពសារា ផ្សារ លើ | ផ្សារសលូរក្រាម | ផ្សារពូ តីវូង | ផ្សារបឹង ឈូក | ផ្សារនារត | ផ្សារថ្មី | ផ្សារសំរោង កនូង | ផ្សាររីង កេសី | ផ្សារកូម នូប | ផ្សារសង្កែ | ផ្សារព្រេក តា ចរែង | ផ្សារព្រែកខ្ពប | ផ្សាររូកា | ផ្សារបូរេដ រាម ចេក | ផ្សារបា សែត | ផ្សារវាត លោប | ផ្សារតាពន់ | ផ្សារណាត់ | ផ្សារបឹងឈូក | ផ្សាររាត្រីបាត់ដំបង | ផ្សារវត្តតាមិម | ផ្សារខ្វែង | ផ្សារស្លក្រាម | ផ្សារណាត់ បាត់ដំបង"
60,"BATA036","Vaot Ta Muem","Battambang","Battambang","Sangkae","សង្កែ","Vaot Ta Muem","វត្ដតាមិម","020810","13.01234","103.187065",8,"BATA036 | Vaot Ta Muem | Sangkae | 020810 | battambang night market | night market battambang | lucky supermarket | night market?",29,"សង្កែ | វត្ដតាមិម | ផ្សាររូង លកូរន | ផ្សារភ្នំសំពៅ | ផ្សារផអូ ពអូយ | ផ្សារវាតា មេរម | ផ្សារបឹង រៃង | ផ្សារកវាង | ផ្សារាពសារា ផ្សារ លើ | ផ្សារសលូរក្រាម | ផ្សារពូ តីវូង | ផ្សារបឹង ឈូក | ផ្សារនារត | ផ្សារបាណន់ | ផ្សារថ្មី | ផ្សាររីង កេសី | ផ្សារស្វាយ ចោត | ផ្សារជ្រៃ | ផ្សារកូម នូប | ផ្សារសង្កែ | ផ្សារបូរេដ រាម ចេក | ផ្សារវាត លោប | ផ្សារណាត់ | ផ្សារបឹងឈូក | ផ្សាររាត្រីបាត់ដំបង | ផ្សារវត្តតាមិម | ផ្សារខ្វែង | ផ្សារស្លក្រាម | ផ្សារណាត់ បាត់ដំបង"
